Retailer,RetailerID,InvoiceDate,Region,State,City,Product,Price_per_unit,Units_sold,Total_sales,Operating_profit,Sales_method
West Gear,1128299,2021-05-18,South,Louisiana,New Orleans,Men's Street Footwear,45.00,550.00,24750.00,9900.00,In-store
West Gear,1128299,2021-05-18,South,Louisiana,New Orleans,Men's Athletic Footwear,50.00,400.00,20000.00,8000.00,In-store
West Gear,1128299,2021-05-18,South,Louisiana,New Orleans,Women's Street Footwear,50.00,400.00,20000.00,8000.00,In-store
West Gear,1128299,2021-05-18,South,Louisiana,New Orleans,Women's Athletic Footwear,45.00,325.00,14625.00,5850.00,In-store
West Gear,1128299,2021-05-18,South,Louisiana,New Orleans,Men's Apparel,40.00,225.00,9000.00,4050.00,In-store
West Gear,1128299,2021-05-18,South,Louisiana,New Orleans,Women's Apparel,65.00,575.00,37375.00,13081.25,Online
West Gear,1128299,2021-06-17,South,Louisiana,New Orleans,Men's Street Footwear,60.00,825.00,49500.00,19800.00,Online
West Gear,1128299,2021-06-17,South,Louisiana,New Orleans,Men's Athletic Footwear,70.00,700.00,49000.00,19600.00,Online
West Gear,1128299,2021-06-17,South,Louisiana,New Orleans,Women's Street Footwear,85.00,700.00,59500.00,23800.00,Online
West Gear,1128299,2021-06-17,South,Louisiana,New Orleans,Women's Athletic Footwear,85.00,575.00,48875.00,19550.00,Online
West Gear,1128299,2021-06-17,South,Louisiana,New Orleans,Men's Apparel,95.00,450.00,42750.00,19237.50,Online
West Gear,1128299,2021-06-17,South,Louisiana,New Orleans,Women's Apparel,110.00,750.00,82500.00,28875.00,Online
West Gear,1128299,2021-07-16,South,Louisiana,New Orleans,Men's Street Footwear,90.00,900.00,81000.00,32400.00,Online
West Gear,1128299,2021-07-16,South,Louisiana,New Orleans,Men's Athletic Footwear,95.00,750.00,71250.00,28500.00,Online
West Gear,1128299,2021-07-16,South,Louisiana,New Orleans,Women's Street Footwear,95.00,700.00,66500.00,26600.00,Online
West Gear,1128299,2021-07-16,South,Louisiana,New Orleans,Women's Athletic Footwear,90.00,600.00,54000.00,21600.00,Online
West Gear,1128299,2021-07-16,South,Louisiana,New Orleans,Men's Apparel,95.00,650.00,61750.00,27787.50,Online
West Gear,1128299,2021-07-16,South,Louisiana,New Orleans,Women's Apparel,110.00,650.00,71500.00,25025.00,Online
West Gear,1128299,2021-08-17,South,Louisiana,New Orleans,Men's Street Footwear,95.00,850.00,80750.00,32300.00,Online
West Gear,1128299,2021-08-17,South,Louisiana,New Orleans,Men's Athletic Footwear,85.00,825.00,70125.00,28050.00,Online
West Gear,1128299,2021-08-17,South,Louisiana,New Orleans,Women's Street Footwear,75.00,700.00,52500.00,21000.00,Online
West Gear,1128299,2021-08-17,South,Louisiana,New Orleans,Women's Athletic Footwear,75.00,475.00,35625.00,14250.00,Online
West Gear,1128299,2021-08-17,South,Louisiana,New Orleans,Men's Apparel,65.00,475.00,30875.00,13893.75,Online
West Gear,1128299,2021-08-17,South,Louisiana,New Orleans,Women's Apparel,70.00,300.00,21000.00,7350.00,Online
West Gear,1128299,2021-09-18,South,Louisiana,New Orleans,Men's Street Footwear,45.00,500.00,22500.00,9000.00,Online
West Gear,1128299,2021-09-18,South,Louisiana,New Orleans,Men's Athletic Footwear,50.00,500.00,25000.00,10000.00,Online
West Gear,1128299,2021-09-18,South,Louisiana,New Orleans,Women's Street Footwear,45.00,300.00,13500.00,5400.00,Online
West Gear,1128299,2021-09-18,South,Louisiana,New Orleans,Women's Athletic Footwear,45.00,250.00,11250.00,4500.00,Online
West Gear,1128299,2021-09-18,South,Louisiana,New Orleans,Men's Apparel,55.00,275.00,15125.00,6806.25,Online
West Gear,1128299,2021-09-18,South,Louisiana,New Orleans,Women's Apparel,40.00,300.00,12000.00,4200.00,Online
West Gear,1128299,2021-10-17,South,Louisiana,New Orleans,Men's Street Footwear,35.00,400.00,14000.00,5600.00,Online
West Gear,1128299,2021-10-17,South,Louisiana,New Orleans,Men's Athletic Footwear,50.00,575.00,28750.00,11500.00,Online
West Gear,1128299,2021-10-17,South,Louisiana,New Orleans,Women's Street Footwear,45.00,400.00,18000.00,7200.00,Online
West Gear,1128299,2021-10-17,South,Louisiana,New Orleans,Women's Athletic Footwear,40.00,375.00,15000.00,6000.00,Online
West Gear,1128299,2021-10-17,South,Louisiana,New Orleans,Men's Apparel,50.00,350.00,17500.00,7875.00,Online
West Gear,1128299,2021-10-17,South,Louisiana,New Orleans,Women's Apparel,55.00,400.00,22000.00,7700.00,Online
West Gear,1128299,2021-11-17,South,Louisiana,New Orleans,Men's Street Footwear,40.00,625.00,25000.00,10000.00,Online
West Gear,1128299,2021-11-17,South,Louisiana,New Orleans,Men's Athletic Footwear,45.00,700.00,31500.00,12600.00,Online
West Gear,1128299,2021-11-17,South,Louisiana,New Orleans,Women's Street Footwear,40.00,525.00,21000.00,8400.00,Online
West Gear,1128299,2021-11-17,South,Louisiana,New Orleans,Women's Athletic Footwear,50.00,500.00,25000.00,10000.00,Online
West Gear,1128299,2021-11-17,South,Louisiana,New Orleans,Men's Apparel,70.00,475.00,33250.00,14962.50,Online
West Gear,1128299,2021-11-17,South,Louisiana,New Orleans,Women's Apparel,85.00,600.00,51000.00,17850.00,Online
West Gear,1128299,2021-12-16,South,Louisiana,New Orleans,Men's Street Footwear,70.00,800.00,56000.00,22400.00,Online
West Gear,1128299,2021-12-16,South,Louisiana,New Orleans,Men's Athletic Footwear,80.00,800.00,64000.00,25600.00,Online
Foot Locker,1128299,2021-12-16,South,Louisiana,New Orleans,Women's Street Footwear,75.00,600.00,45000.00,18000.00,Online
Foot Locker,1128299,2021-12-16,South,Louisiana,New Orleans,Women's Athletic Footwear,75.00,600.00,45000.00,18000.00,Online
Foot Locker,1128299,2021-12-16,South,Louisiana,New Orleans,Men's Apparel,85.00,525.00,44625.00,20081.25,Online
Foot Locker,1128299,2021-12-16,South,Louisiana,New Orleans,Women's Apparel,90.00,625.00,56250.00,19687.50,Online
Foot Locker,1197831,2021-01-05,South,Louisiana,New Orleans,Men's Street Footwear,20.00,675.00,13500.00,4050.00,Online
Foot Locker,1197831,2021-01-05,South,Louisiana,New Orleans,Men's Athletic Footwear,30.00,675.00,20250.00,6075.00,Online
Foot Locker,1197831,2021-01-05,South,Louisiana,New Orleans,Women's Street Footwear,30.00,475.00,14250.00,4275.00,Online
Foot Locker,1197831,2021-01-05,South,Louisiana,New Orleans,Women's Athletic Footwear,35.00,475.00,16625.00,6650.00,Online
Foot Locker,1197831,2021-01-05,South,Louisiana,New Orleans,Men's Apparel,40.00,325.00,13000.00,3250.00,Online
West Gear,1197831,2021-01-05,South,Louisiana,New Orleans,Women's Apparel,35.00,475.00,16625.00,7481.25,Online
Foot Locker,1197831,2021-02-04,South,Louisiana,New Orleans,Men's Street Footwear,25.00,625.00,15625.00,4687.50,Online
Foot Locker,1197831,2021-02-04,South,Louisiana,New Orleans,Men's Athletic Footwear,35.00,600.00,21000.00,6300.00,Online
Foot Locker,1197831,2021-02-04,South,Louisiana,New Orleans,Women's Street Footwear,35.00,425.00,14875.00,4462.50,Online
Foot Locker,1197831,2021-02-04,West,Idaho,Boise,Women's Athletic Footwear,35.00,375.00,13125.00,5250.00,Online
Foot Locker,1197831,2021-02-04,West,Idaho,Boise,Men's Apparel,40.00,250.00,10000.00,2500.00,Online
Foot Locker,1197831,2021-02-04,West,Idaho,Boise,Women's Apparel,35.00,450.00,15750.00,7087.50,Online
Foot Locker,1197831,2021-03-06,West,Idaho,Boise,Men's Street Footwear,30.00,625.00,18750.00,6562.50,Online
Foot Locker,1197831,2021-03-06,West,Idaho,Boise,Men's Athletic Footwear,40.00,625.00,25000.00,8750.00,Online
Foot Locker,1197831,2021-03-06,West,Idaho,Boise,Women's Street Footwear,30.00,450.00,13500.00,4725.00,Online
Foot Locker,1197831,2021-03-06,West,Idaho,Boise,Women's Athletic Footwear,35.00,350.00,12250.00,5512.50,Online
West Gear,1197831,2021-03-06,West,Idaho,Boise,Men's Apparel,40.00,250.00,10000.00,3000.00,Online
West Gear,1197831,2021-03-06,West,Idaho,Boise,Women's Apparel,35.00,400.00,14000.00,7000.00,Online
West Gear,1197831,2021-04-05,West,Idaho,Boise,Men's Street Footwear,20.00,650.00,13000.00,4550.00,Online
West Gear,1197831,2021-04-05,West,Idaho,Boise,Men's Athletic Footwear,30.00,650.00,19500.00,6825.00,Online
West Gear,1197831,2021-04-05,West,Idaho,Boise,Women's Street Footwear,25.00,475.00,11875.00,4156.25,Online
West Gear,1197831,2021-04-05,West,Idaho,Boise,Women's Athletic Footwear,30.00,375.00,11250.00,5062.50,Online
West Gear,1197831,2021-04-05,West,Idaho,Boise,Men's Apparel,35.00,275.00,9625.00,2887.50,Online
West Gear,1197831,2021-04-05,West,Idaho,Boise,Women's Apparel,30.00,550.00,16500.00,8250.00,Online
West Gear,1197831,2021-05-05,West,Idaho,Boise,Men's Street Footwear,20.00,700.00,14000.00,4900.00,Online
West Gear,1197831,2021-05-05,West,Idaho,Boise,Men's Athletic Footwear,30.00,725.00,21750.00,7612.50,Online
West Gear,1197831,2021-05-05,West,Idaho,Boise,Women's Street Footwear,25.00,575.00,14375.00,5031.25,Online
West Gear,1197831,2021-05-05,West,Idaho,Boise,Women's Athletic Footwear,35.00,500.00,17500.00,7875.00,Online
West Gear,1197831,2021-05-05,West,Idaho,Boise,Men's Apparel,50.00,400.00,20000.00,6000.00,Online
West Gear,1197831,2021-05-05,West,Idaho,Boise,Women's Apparel,45.00,750.00,33750.00,16875.00,Online
West Gear,1197831,2021-06-04,West,Idaho,Boise,Men's Street Footwear,45.00,750.00,33750.00,11812.50,Online
West Gear,1197831,2021-06-04,West,Idaho,Boise,Men's Athletic Footwear,50.00,750.00,37500.00,13125.00,Online
West Gear,1197831,2021-06-04,West,Idaho,Boise,Women's Street Footwear,50.00,600.00,30000.00,10500.00,Online
West Gear,1197831,2021-06-04,West,Idaho,Boise,Women's Athletic Footwear,50.00,550.00,27500.00,12375.00,Online
West Gear,1197831,2021-06-04,West,Idaho,Boise,Men's Apparel,55.00,450.00,24750.00,7425.00,Online
West Gear,1197831,2021-06-04,West,Idaho,Boise,Women's Apparel,60.00,825.00,49500.00,24750.00,Online
West Gear,1197831,2021-07-06,West,Idaho,Boise,Men's Street Footwear,50.00,775.00,38750.00,15500.00,Online
West Gear,1197831,2021-07-06,West,Idaho,Boise,Men's Athletic Footwear,55.00,775.00,42625.00,17050.00,Online
West Gear,1197831,2021-07-06,West,Idaho,Boise,Women's Street Footwear,50.00,925.00,46250.00,18500.00,Online
West Gear,1197831,2021-07-06,West,Idaho,Boise,Women's Athletic Footwear,50.00,525.00,26250.00,13125.00,Online
West Gear,1197831,2021-07-06,West,Idaho,Boise,Men's Apparel,55.00,525.00,28875.00,10106.25,Online
Foot Locker,1197831,2021-07-06,West,Idaho,Boise,Women's Apparel,65.00,800.00,52000.00,28600.00,Online
Foot Locker,1197831,2021-08-08,West,Idaho,Boise,Men's Street Footwear,50.00,750.00,37500.00,15000.00,Online
Foot Locker,1197831,2021-08-08,West,Idaho,Boise,Men's Athletic Footwear,55.00,750.00,41250.00,16500.00,Online
Foot Locker,1197831,2021-08-08,West,Idaho,Boise,Women's Street Footwear,50.00,925.00,46250.00,18500.00,Online
Foot Locker,1197831,2021-08-08,West,Idaho,Boise,Women's Athletic Footwear,50.00,475.00,23750.00,11875.00,Online
Sports Direct,1197831,2021-08-08,West,Idaho,Boise,Men's Apparel,55.00,475.00,26125.00,9143.75,Online
Sports Direct,1197831,2021-08-08,West,Idaho,Boise,Women's Apparel,60.00,725.00,43500.00,23925.00,Online
Sports Direct,1197831,2021-09-05,West,Idaho,Boise,Men's Street Footwear,55.00,675.00,37125.00,14850.00,Online
Sports Direct,1197831,2021-09-05,West,Idaho,Boise,Men's Athletic Footwear,55.00,625.00,34375.00,13750.00,Online
Sports Direct,1197831,2021-09-05,West,Idaho,Boise,Women's Street Footwear,60.00,675.00,40500.00,16200.00,Online
Sports Direct,1197831,2021-09-05,West,Idaho,Boise,Women's Athletic Footwear,60.00,400.00,24000.00,12000.00,Online
Sports Direct,1197831,2021-09-05,West,Idaho,Boise,Men's Apparel,55.00,400.00,22000.00,7700.00,Online
Sports Direct,1197831,2021-09-05,West,Idaho,Boise,Women's Apparel,50.00,625.00,31250.00,17187.50,Online
Sports Direct,1197831,2021-10-04,West,Idaho,Boise,Men's Street Footwear,40.00,575.00,23000.00,9200.00,Online
Sports Direct,1197831,2021-10-04,West,Idaho,Boise,Men's Athletic Footwear,40.00,575.00,23000.00,9200.00,Online
Sports Direct,1197831,2021-10-04,West,Idaho,Boise,Women's Street Footwear,45.00,525.00,23625.00,9450.00,Online
Sports Direct,1197831,2021-10-04,West,Idaho,Boise,Women's Athletic Footwear,45.00,375.00,16875.00,8437.50,Online
Sports Direct,1197831,2021-10-04,West,Idaho,Boise,Men's Apparel,35.00,350.00,12250.00,4287.50,Online
Sports Direct,1197831,2021-10-04,West,Idaho,Boise,Women's Apparel,45.00,525.00,23625.00,12993.75,Online
Sports Direct,1197831,2021-11-05,West,Idaho,Boise,Men's Street Footwear,35.00,675.00,23625.00,9450.00,Online
Sports Direct,1197831,2021-11-05,West,Idaho,Boise,Men's Athletic Footwear,35.00,675.00,23625.00,9450.00,Online
Sports Direct,1197831,2021-11-05,West,Idaho,Boise,Women's Street Footwear,60.00,600.00,36000.00,14400.00,Online
Sports Direct,1197831,2021-11-05,West,Idaho,Boise,Women's Athletic Footwear,60.00,450.00,27000.00,13500.00,Online
Sports Direct,1197831,2021-11-05,West,Idaho,Boise,Men's Apparel,55.00,425.00,23375.00,8181.25,Online
Sports Direct,1197831,2021-11-05,West,Idaho,Boise,Women's Apparel,65.00,625.00,40625.00,22343.75,Online
Foot Locker,1197831,2021-12-04,West,Idaho,Boise,Men's Street Footwear,55.00,775.00,42625.00,17050.00,Online
Foot Locker,1197831,2021-12-04,West,Idaho,Boise,Men's Athletic Footwear,55.00,775.00,42625.00,17050.00,Online
Foot Locker,1197831,2021-12-04,West,Idaho,Boise,Women's Street Footwear,60.00,675.00,40500.00,16200.00,Online
Foot Locker,1197831,2021-12-04,West,Idaho,Boise,Women's Athletic Footwear,60.00,525.00,31500.00,15750.00,Online
Foot Locker,1197831,2021-12-04,West,Idaho,Boise,Men's Apparel,55.00,475.00,26125.00,9143.75,Online
Foot Locker,1197831,2021-12-04,West,Idaho,Boise,Women's Apparel,65.00,725.00,47125.00,25918.75,Online
Foot Locker,1128299,2021-01-23,West,Idaho,Boise,Men's Street Footwear,30.00,425.00,12750.00,4462.50,Online
Foot Locker,1128299,2021-01-23,West,Idaho,Boise,Men's Athletic Footwear,40.00,425.00,17000.00,6800.00,Online
Foot Locker,1128299,2021-01-23,West,Idaho,Boise,Women's Street Footwear,40.00,425.00,17000.00,5950.00,Online
Foot Locker,1128299,2021-01-23,West,Idaho,Boise,Women's Athletic Footwear,40.00,275.00,11000.00,3850.00,Online
Foot Locker,1128299,2021-01-23,West,Idaho,Boise,Men's Apparel,45.00,225.00,10125.00,3037.50,Online
Foot Locker,1128299,2021-01-23,West,Idaho,Boise,Women's Apparel,40.00,425.00,17000.00,4250.00,Online
Foot Locker,1128299,2021-02-23,West,Idaho,Boise,Men's Street Footwear,30.00,475.00,14250.00,4987.50,Online
Foot Locker,1128299,2021-02-23,West,Idaho,Boise,Men's Athletic Footwear,40.00,375.00,15000.00,6000.00,Online
Foot Locker,1128299,2021-02-23,West,Idaho,Boise,Women's Street Footwear,40.00,375.00,15000.00,5250.00,Online
Foot Locker,1128299,2021-02-23,West,Arizona,Phoenix,Women's Athletic Footwear,40.00,225.00,9000.00,3150.00,Online
Foot Locker,1128299,2021-02-23,West,Arizona,Phoenix,Men's Apparel,45.00,150.00,6750.00,2025.00,Online
Foot Locker,1128299,2021-02-23,West,Arizona,Phoenix,Women's Apparel,40.00,350.00,14000.00,3500.00,Online
Foot Locker,1128299,2021-03-22,West,Arizona,Phoenix,Men's Street Footwear,40.00,500.00,20000.00,7000.00,Online
Foot Locker,1128299,2021-03-22,West,Arizona,Phoenix,Men's Athletic Footwear,50.00,350.00,17500.00,7000.00,Online
Foot Locker,1128299,2021-03-22,West,Arizona,Phoenix,Women's Street Footwear,50.00,350.00,17500.00,6125.00,Online
Foot Locker,1128299,2021-03-22,West,Arizona,Phoenix,Women's Athletic Footwear,50.00,225.00,11250.00,3937.50,Online
Foot Locker,1128299,2021-03-22,West,Arizona,Phoenix,Men's Apparel,55.00,125.00,6875.00,2062.50,Online
Foot Locker,1128299,2021-03-22,West,Arizona,Phoenix,Women's Apparel,50.00,325.00,16250.00,4062.50,Online
Foot Locker,1128299,2021-04-23,West,Arizona,Phoenix,Men's Street Footwear,50.00,500.00,25000.00,8750.00,Online
Foot Locker,1128299,2021-04-23,West,Arizona,Phoenix,Men's Athletic Footwear,55.00,300.00,16500.00,6600.00,Online
Foot Locker,1128299,2021-04-23,West,Arizona,Phoenix,Women's Street Footwear,55.00,350.00,19250.00,6737.50,Online
Foot Locker,1128299,2021-04-23,West,Arizona,Phoenix,Women's Athletic Footwear,50.00,250.00,12500.00,4375.00,Online
Foot Locker,1128299,2021-04-23,West,Arizona,Phoenix,Men's Apparel,55.00,150.00,8250.00,2475.00,Online
Foot Locker,1128299,2021-04-23,West,Arizona,Phoenix,Women's Apparel,70.00,325.00,22750.00,5687.50,Online
Foot Locker,1128299,2021-05-24,West,Arizona,Phoenix,Men's Street Footwear,50.00,525.00,26250.00,9187.50,Online
Foot Locker,1128299,2021-05-24,West,Arizona,Phoenix,Men's Athletic Footwear,55.00,375.00,20625.00,8250.00,Online
Foot Locker,1128299,2021-05-24,West,Arizona,Phoenix,Women's Street Footwear,55.00,400.00,22000.00,7700.00,Online
Foot Locker,1128299,2021-05-24,West,Arizona,Phoenix,Women's Athletic Footwear,50.00,300.00,15000.00,5250.00,Online
Foot Locker,1128299,2021-05-24,West,Arizona,Phoenix,Men's Apparel,55.00,200.00,11000.00,3300.00,Online
Foot Locker,1128299,2021-05-24,West,Arizona,Phoenix,Women's Apparel,70.00,375.00,26250.00,6562.50,Online
Foot Locker,1128299,2021-06-23,West,Arizona,Phoenix,Men's Street Footwear,50.00,625.00,31250.00,10937.50,Online
Foot Locker,1128299,2021-06-23,West,Arizona,Phoenix,Men's Athletic Footwear,55.00,475.00,26125.00,10450.00,Online
Foot Locker,1128299,2021-06-23,West,Arizona,Phoenix,Women's Street Footwear,55.00,475.00,26125.00,9143.75,Online
Foot Locker,1128299,2021-06-23,West,Arizona,Phoenix,Women's Athletic Footwear,50.00,350.00,17500.00,6125.00,Online
Foot Locker,1128299,2021-06-23,West,Arizona,Phoenix,Men's Apparel,55.00,225.00,12375.00,3712.50,Online
Foot Locker,1128299,2021-06-23,West,Arizona,Phoenix,Women's Apparel,70.00,525.00,36750.00,9187.50,Online
Foot Locker,1128299,2021-07-22,West,Arizona,Phoenix,Men's Street Footwear,50.00,675.00,33750.00,11812.50,Online
Foot Locker,1128299,2021-07-22,West,Arizona,Phoenix,Men's Athletic Footwear,55.00,525.00,28875.00,11550.00,Online
Foot Locker,1128299,2021-07-22,West,Arizona,Phoenix,Women's Street Footwear,55.00,475.00,26125.00,9143.75,Online
Foot Locker,1128299,2021-07-22,West,Arizona,Phoenix,Women's Athletic Footwear,50.00,375.00,18750.00,6562.50,Online
Foot Locker,1128299,2021-07-22,West,Arizona,Phoenix,Men's Apparel,55.00,425.00,23375.00,7012.50,Online
Foot Locker,1128299,2021-07-22,West,Arizona,Phoenix,Women's Apparel,70.00,425.00,29750.00,7437.50,Online
Foot Locker,1128299,2021-08-23,West,Arizona,Phoenix,Men's Street Footwear,55.00,625.00,34375.00,12031.25,Online
Foot Locker,1128299,2021-08-23,West,Arizona,Phoenix,Men's Athletic Footwear,60.00,575.00,34500.00,13800.00,Online
Foot Locker,1128299,2021-08-23,West,Arizona,Phoenix,Women's Street Footwear,55.00,450.00,24750.00,8662.50,Online
Foot Locker,1128299,2021-08-23,West,Arizona,Phoenix,Women's Athletic Footwear,55.00,400.00,22000.00,7700.00,Online
Foot Locker,1128299,2021-08-23,West,Arizona,Phoenix,Men's Apparel,65.00,400.00,26000.00,7800.00,Online
Foot Locker,1128299,2021-08-23,West,Arizona,Phoenix,Women's Apparel,70.00,375.00,26250.00,6562.50,Online
Foot Locker,1128299,2021-09-24,West,Arizona,Phoenix,Men's Street Footwear,45.00,575.00,25875.00,9056.25,Online
Foot Locker,1128299,2021-09-24,West,Arizona,Phoenix,Men's Athletic Footwear,50.00,575.00,28750.00,11500.00,Online
Foot Locker,1128299,2021-09-24,West,Arizona,Phoenix,Women's Street Footwear,45.00,425.00,19125.00,6693.75,Online
Foot Locker,1128299,2021-09-24,West,Arizona,Phoenix,Women's Athletic Footwear,45.00,375.00,16875.00,5906.25,Online
Foot Locker,1128299,2021-09-24,West,Arizona,Phoenix,Men's Apparel,55.00,375.00,20625.00,6187.50,Online
Foot Locker,1128299,2021-09-24,West,Arizona,Phoenix,Women's Apparel,60.00,425.00,25500.00,6375.00,Online
Foot Locker,1128299,2021-10-23,West,Arizona,Phoenix,Men's Street Footwear,45.00,500.00,22500.00,7875.00,Online
Foot Locker,1128299,2021-10-23,West,Arizona,Phoenix,Men's Athletic Footwear,50.00,500.00,25000.00,10000.00,Online
Foot Locker,1128299,2021-10-23,West,Arizona,Phoenix,Women's Street Footwear,45.00,325.00,14625.00,5118.75,Online
Foot Locker,1128299,2021-10-23,West,Arizona,Phoenix,Women's Athletic Footwear,45.00,300.00,13500.00,4725.00,Online
Foot Locker,1128299,2021-10-23,West,Arizona,Phoenix,Men's Apparel,55.00,275.00,15125.00,4537.50,Online
Foot Locker,1128299,2021-10-23,West,Arizona,Phoenix,Women's Apparel,60.00,325.00,19500.00,4875.00,Online
Foot Locker,1128299,2021-11-23,West,Arizona,Phoenix,Men's Street Footwear,45.00,500.00,22500.00,7875.00,Online
Foot Locker,1128299,2021-11-23,West,Arizona,Phoenix,Men's Athletic Footwear,50.00,525.00,26250.00,10500.00,Online
Foot Locker,1128299,2021-11-23,West,Arizona,Phoenix,Women's Street Footwear,45.00,375.00,16875.00,5906.25,Online
Foot Locker,1128299,2021-11-23,West,Arizona,Phoenix,Women's Athletic Footwear,45.00,350.00,15750.00,5512.50,Online
Foot Locker,1128299,2021-11-23,West,Arizona,Phoenix,Men's Apparel,55.00,300.00,16500.00,4950.00,Online
Foot Locker,1128299,2021-11-23,West,Arizona,Phoenix,Women's Apparel,60.00,425.00,25500.00,6375.00,Online
Foot Locker,1128299,2021-12-22,West,Arizona,Phoenix,Men's Street Footwear,45.00,625.00,28125.00,9843.75,Online
Foot Locker,1128299,2021-12-22,West,Arizona,Phoenix,Men's Athletic Footwear,50.00,625.00,31250.00,12500.00,Online
Kohl's,1128299,2021-12-22,West,Arizona,Phoenix,Women's Street Footwear,45.00,425.00,19125.00,6693.75,Online
Kohl's,1128299,2021-12-22,West,Arizona,Phoenix,Women's Athletic Footwear,45.00,425.00,19125.00,6693.75,Online
Kohl's,1128299,2021-12-22,West,Arizona,Phoenix,Men's Apparel,55.00,350.00,19250.00,5775.00,Online
Kohl's,1128299,2021-12-22,West,Arizona,Phoenix,Women's Apparel,60.00,450.00,27000.00,6750.00,Online
Kohl's,1128299,2021-01-26,West,Arizona,Phoenix,Men's Street Footwear,35.00,475.00,16625.00,5818.75,Online
Kohl's,1128299,2021-01-26,West,Arizona,Phoenix,Men's Athletic Footwear,45.00,475.00,21375.00,8550.00,Online
Kohl's,1128299,2021-01-26,West,Arizona,Phoenix,Women's Street Footwear,45.00,475.00,21375.00,7481.25,Online
Kohl's,1128299,2021-01-26,West,Arizona,Phoenix,Women's Athletic Footwear,45.00,325.00,14625.00,5118.75,Online
Kohl's,1128299,2021-01-26,West,Arizona,Phoenix,Men's Apparel,50.00,275.00,13750.00,4125.00,Online
Kohl's,1128299,2021-01-26,West,Arizona,Phoenix,Women's Apparel,45.00,475.00,21375.00,5343.75,Online
Kohl's,1128299,2021-02-26,West,Arizona,Phoenix,Men's Street Footwear,35.00,525.00,18375.00,6431.25,Online
Kohl's,1128299,2021-02-26,West,Arizona,Phoenix,Men's Athletic Footwear,45.00,425.00,19125.00,7650.00,Online
Kohl's,1128299,2021-02-26,West,Arizona,Phoenix,Women's Street Footwear,45.00,425.00,19125.00,6693.75,Online
Kohl's,1128299,2021-02-26,West,New Mexico,Albuquerque,Women's Athletic Footwear,45.00,275.00,12375.00,4331.25,Online
Kohl's,1128299,2021-02-26,West,New Mexico,Albuquerque,Men's Apparel,50.00,200.00,10000.00,3000.00,Online
Kohl's,1128299,2021-02-26,West,New Mexico,Albuquerque,Women's Apparel,45.00,400.00,18000.00,4500.00,Online
Kohl's,1128299,2021-03-25,West,New Mexico,Albuquerque,Men's Street Footwear,45.00,550.00,24750.00,8662.50,Online
Kohl's,1128299,2021-03-25,West,New Mexico,Albuquerque,Men's Athletic Footwear,55.00,400.00,22000.00,8800.00,Online
Kohl's,1128299,2021-03-25,West,New Mexico,Albuquerque,Women's Street Footwear,55.00,400.00,22000.00,7700.00,Online
Kohl's,1128299,2021-03-25,West,New Mexico,Albuquerque,Women's Athletic Footwear,55.00,275.00,15125.00,5293.75,Online
Kohl's,1128299,2021-03-25,West,New Mexico,Albuquerque,Men's Apparel,60.00,175.00,10500.00,3150.00,Online
Kohl's,1128299,2021-03-25,West,New Mexico,Albuquerque,Women's Apparel,55.00,375.00,20625.00,5156.25,Online
Kohl's,1128299,2021-04-26,West,New Mexico,Albuquerque,Men's Street Footwear,55.00,550.00,30250.00,10587.50,Online
Kohl's,1128299,2021-04-26,West,New Mexico,Albuquerque,Men's Athletic Footwear,60.00,350.00,21000.00,8400.00,Online
Kohl's,1128299,2021-04-26,West,New Mexico,Albuquerque,Women's Street Footwear,60.00,400.00,24000.00,8400.00,Online
Kohl's,1128299,2021-04-26,West,New Mexico,Albuquerque,Women's Athletic Footwear,55.00,300.00,16500.00,5775.00,Online
Kohl's,1128299,2021-04-26,West,New Mexico,Albuquerque,Men's Apparel,60.00,200.00,12000.00,3600.00,Online
Kohl's,1128299,2021-04-26,West,New Mexico,Albuquerque,Women's Apparel,75.00,375.00,28125.00,7031.25,Online
Kohl's,1128299,2021-05-27,West,New Mexico,Albuquerque,Men's Street Footwear,55.00,575.00,31625.00,11068.75,Online
Kohl's,1128299,2021-05-27,West,New Mexico,Albuquerque,Men's Athletic Footwear,60.00,425.00,25500.00,10200.00,Online
Kohl's,1128299,2021-05-27,West,New Mexico,Albuquerque,Women's Street Footwear,60.00,450.00,27000.00,9450.00,Online
Kohl's,1128299,2021-05-27,West,New Mexico,Albuquerque,Women's Athletic Footwear,55.00,350.00,19250.00,6737.50,Online
Kohl's,1128299,2021-05-27,West,New Mexico,Albuquerque,Men's Apparel,60.00,250.00,15000.00,4500.00,Online
Kohl's,1128299,2021-05-27,West,New Mexico,Albuquerque,Women's Apparel,75.00,425.00,31875.00,7968.75,Online
Kohl's,1128299,2021-06-26,West,New Mexico,Albuquerque,Men's Street Footwear,55.00,700.00,38500.00,13475.00,Online
Kohl's,1128299,2021-06-26,West,New Mexico,Albuquerque,Men's Athletic Footwear,60.00,550.00,33000.00,13200.00,Online
Kohl's,1128299,2021-06-26,West,New Mexico,Albuquerque,Women's Street Footwear,60.00,550.00,33000.00,11550.00,Online
Kohl's,1128299,2021-06-26,West,New Mexico,Albuquerque,Women's Athletic Footwear,55.00,425.00,23375.00,8181.25,Online
Kohl's,1128299,2021-06-26,West,New Mexico,Albuquerque,Men's Apparel,60.00,300.00,18000.00,5400.00,Online
Kohl's,1128299,2021-06-26,West,New Mexico,Albuquerque,Women's Apparel,75.00,600.00,45000.00,11250.00,Online
